surgery,age,hospital_number,rectal_temp,pulse,respiratory_rate,temp_of_extremities,peripheral_pulse,mucous_membrane,capillary_refill_time,pain,peristalsis,abdominal_distention,nasogastric_tube,nasogastric_reflux,nasogastric_reflux_ph,rectal_exam_feces,abdomen,packed_cell_volume,total_protein,abdomo_appearance,abdomo_protein,surgical_lesion,lesion_1,lesion_2,lesion_3,cp_data,outcome
yes,adult,528006,37.2,48.0,16.0,normal,normal,pale_pink,less_3_sec,mild_pain,absent,slight,slight,more_1_liter,4.5,decreased,distend_small,41.0,11.2,cloudy,2.6,yes,2206,0,0,yes,lived
yes,adult,535163,38.1,130.0,48.0,cold,reduced,pale_pink,less_3_sec,depressed,absent,moderate,slight,none,2.0,absent,distend_large,57.0,66.0,serosanguious,2.0,yes,3205,0,0,no,euthanized
yes,adult,534293,38.6,84.0,30.0,cool,reduced,pale_cyanotic,less_3_sec,depressed,hypomotile,none,slight,more_1_liter,2.0,absent,distend_small,75.0,81.0,serosanguious,2.0,yes,2209,0,0,no,lived
yes,adult,533928,37.5,84.0,36.0,normal,reduced,pale_pink,less_3_sec,severe_pain,absent,moderate,slight,more_1_liter,2.0,absent,distend_small,52.0,75.0,serosanguious,2.0,yes,2205,0,0,no,died
yes,adult,529461,38.4,60.0,51.0,cool,reduced,bright_red,less_3_sec,severe_pain,hypomotile,moderate,significant,none,2.0,absent,distend_small,45.0,6.5,serosanguious,4.1,yes,2205,0,0,no,died
yes,adult,534403,37.2,86.0,30.0,cold,reduced,pale_cyanotic,more_3_sec,depressed,absent,slight,slight,more_1_liter,2.0,absent,distend_large,36.0,62.0,serosanguious,1.0,no,1400,0,0,no,euthanized
yes,adult,534403,37.2,66.0,32.0,cool,reduced,bright_red,less_3_sec,mild_pain,hypermotile,slight,significant,more_1_liter,2.0,decreased,distend_small,44.0,77.0,clear,1.0,yes,2205,0,0,no,lived
yes,adult,528548,38.3,60.0,16.0,cool,reduced,bright_red,less_3_sec,mild_pain,hypomotile,none,slight,less_1_liter,3.5,increased,distend_large,43.0,6.5,clear,3.6,yes,2124,0,0,no,lived
yes,adult,529183,38.3,60.0,28.0,normal,increased,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,less_1_liter,4.5,decreased,distend_small,40.0,4.5,cloudy,2.0,yes,3111,0,0,yes,lived
yes,adult,529736,39.3,64.0,88.0,normal,reduced,bright_pink,less_3_sec,depressed,hypomotile,none,slight,none,7.0,normal,distend_small,43.0,6.4,serosanguious,4.5,yes,7400,0,0,yes,died
yes,adult,535176,37.3,80.0,40.0,cool,reduced,pale_cyanotic,more_3_sec,extreme_pain,hypomotile,moderate,significant,less_1_liter,2.0,absent,distend_large,65.0,50.0,serosanguious,2.0,yes,3205,0,0,yes,euthanized
yes,adult,535043,38.3,72.0,60.0,cold,reduced,dark_cyanotic,more_3_sec,mild_pain,absent,moderate,none,none,2.0,absent,distend_large,53.0,53.0,serosanguious,2.0,yes,3205,0,0,no,euthanized
yes,young,5290409,39.1,164.0,84.0,cold,normal,dark_cyanotic,more_3_sec,depressed,absent,severe,none,less_1_liter,5.0,decreased,distend_small,48.0,7.2,serosanguious,5.3,yes,2208,0,0,yes,died
yes,adult,527563,37.6,52.0,24.0,cool,reduced,pale_pink,less_3_sec,severe_pain,absent,none,slight,less_1_liter,5.7,absent,distend_small,48.0,6.6,serosanguious,3.7,yes,2205,0,0,no,died
no,adult,528461,38.3,54.0,40.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,slight,none,7.0,normal,firm,35.0,5.9,cloudy,7.4,no,3111,0,0,yes,lived
no,adult,529667,37.4,52.0,28.0,normal,normal,normal_pink,less_3_sec,depressed,hypomotile,moderate,slight,less_1_liter,1.0,decreased,distend_large,39.0,6.9,clear,3.4,no,3111,0,0,yes,lived
yes,adult,528641,37.6,72.0,36.0,cool,normal,pale_pink,less_3_sec,depressed,hypomotile,moderate,slight,none,4.4,decreased,distend_small,33.0,3.5,serosanguious,3.9,yes,2208,0,0,yes,died
yes,adult,527698,37.3,64.0,36.0,cool,reduced,pale_cyanotic,more_3_sec,severe_pain,hypomotile,slight,none,less_1_liter,6.0,absent,distend_small,66.0,5.8,serosanguious,7.4,yes,2205,0,0,no,died
yes,adult,528151,38.4,60.0,20.0,warm,reduced,pale_cyanotic,less_3_sec,extreme_pain,absent,moderate,significant,less_1_liter,6.5,absent,distend_small,48.0,7.6,cloudy,3.9,yes,2208,0,0,no,lived
yes,adult,533871,38.6,120.0,20.0,cool,reduced,bright_red,less_3_sec,mild_pain,hypomotile,moderate,none,none,2.0,absent,distend_small,68.0,64.0,cloudy,2.0,yes,3205,0,0,no,lived
yes,adult,535407,38.5,129.0,48.0,cool,reduced,pale_pink,less_3_sec,depressed,absent,moderate,slight,more_1_liter,2.0,absent,distend_small,57.0,66.0,serosanguious,2.0,yes,3205,0,0,no,lived
yes,adult,530028,38.6,104.0,24.0,cool,reduced,pale_cyanotic,more_3_sec,depressed,absent,moderate,slight,more_1_liter,5.3,absent,distend_large,52.0,6.5,cloudy,2.6,yes,2208,0,0,yes,died
yes,adult,530693,36.5,90.0,24.0,cool,reduced,bright_red,more_3_sec,extreme_pain,hypomotile,moderate,none,less_1_liter,5.0,absent,distend_large,52.0,6.0,serosanguious,3.9,yes,4205,0,0,no,died
no,adult,529461,40.3,114.0,36.0,cool,reduced,normal_pink,more_3_sec,severe_pain,hypomotile,moderate,slight,more_1_liter,7.0,normal,distend_large,57.0,8.1,serosanguious,4.5,yes,7400,0,0,yes,euthanized
yes,adult,528729,38.1,60.0,80.0,cool,normal,bright_red,less_3_sec,depressed,absent,moderate,slight,more_1_liter,5.0,decreased,distend_large,48.0,4.3,cloudy,3.4,yes,2205,0,0,yes,died
yes,adult,528729,37.5,42.0,24.0,normal,normal,pale_pink,less_3_sec,severe_pain,hypomotile,moderate,slight,none,4.4,absent,distend_small,40.0,7.7,clear,3.4,yes,2208,0,0,yes,died
yes,adult,534787,38.0,36.0,16.0,cool,normal,normal_pink,less_3_sec,severe_pain,normal,slight,significant,more_1_liter,2.0,decreased,distend_small,37.0,75.0,cloudy,1.0,no,3111,0,0,no,euthanized
yes,adult,534519,37.1,84.0,40.0,cool,reduced,dark_cyanotic,less_3_sec,extreme_pain,absent,severe,none,less_1_liter,2.0,absent,distend_large,75.0,81.0,clear,2.0,no,1400,0,0,yes,euthanized
yes,adult,529461,39.3,86.0,36.0,cool,reduced,pale_pink,less_3_sec,depressed,hypomotile,slight,none,less_1_liter,6.5,absent,distend_small,36.0,5.3,serosanguious,3.6,yes,31110,0,0,yes,died
no,adult,528214,38.0,60.0,20.0,cool,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,none,4.5,absent,distend_small,43.0,7.6,serosanguious,2.0,yes,2209,0,0,yes,euthanized
yes,adult,527563,38.0,48.0,21.0,normal,normal,pale_pink,less_3_sec,mild_pain,absent,slight,slight,less_1_liter,5.0,decreased,distend_large,48.0,6.3,clear,3.7,yes,5400,0,0,yes,lived
yes,adult,528548,38.1,66.0,12.0,cool,reduced,bright_red,less_3_sec,mild_pain,hypomotile,none,slight,none,3.0,increased,distend_large,44.0,6.0,cloudy,3.6,yes,2124,0,0,no,lived
no,adult,529893,38.3,44.0,20.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,slight,less_1_liter,4.5,absent,distend_small,43.0,6.5,cloudy,5.0,no,2209,0,0,yes,lived
no,adult,528682,38.3,48.0,16.0,normal,normal,normal_pink,less_3_sec,alert,hypomotile,slight,slight,more_1_liter,3.0,decreased,firm,49.0,7.5,clear,3.0,no,0,0,0,yes,lived
yes,young,528904,38.0,132.0,68.0,normal,reduced,bright_red,more_3_sec,depressed,hypomotile,moderate,slight,more_1_liter,7.0,normal,distend_small,54.0,7.5,cloudy,1.4,yes,7209,0,0,no,died
yes,adult,535043,38.1,84.0,66.0,cool,reduced,pale_cyanotic,less_3_sec,severe_pain,absent,severe,significant,more_1_liter,2.0,absent,distend_small,75.0,81.0,serosanguious,2.0,yes,2208,0,0,no,euthanized
no,adult,528461,36.7,48.0,20.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,7.0,absent,distend_small,34.0,6.5,clear,2.6,no,0,0,0,no,lived
yes,adult,530001,39.0,88.0,24.0,cool,reduced,dark_cyanotic,less_3_sec,depressed,absent,moderate,slight,more_1_liter,5.3,decreased,distend_small,64.0,6.7,serosanguious,2.6,yes,2206,0,0,yes,died
yes,adult,533738,37.8,88.0,24.0,cool,reduced,pale_cyanotic,more_3_sec,severe_pain,absent,severe,significant,more_1_liter,2.0,absent,distend_large,68.0,80.0,clear,1.0,no,2205,0,0,no,euthanized
yes,young,529518,38.0,128.0,48.0,cool,reduced,pale_cyanotic,less_3_sec,depressed,hypomotile,moderate,significant,more_1_liter,4.2,absent,distend_small,35.0,7.2,serosanguious,4.5,yes,3025,0,0,yes,died
no,adult,528996,38.5,44.0,12.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,slight,none,7.0,normal,firm,43.0,7.5,clear,8.1,no,0,0,0,yes,lived
no,adult,529663,40.3,114.0,36.0,cool,reduced,bright_pink,more_3_sec,depressed,hypomotile,moderate,none,none,7.0,absent,distend_small,57.0,8.1,serosanguious,4.5,yes,7400,0,0,yes,died
yes,adult,528743,37.1,75.0,36.0,cool,reduced,pale_pink,more_3_sec,mild_pain,absent,slight,slight,more_1_liter,5.0,absent,distend_small,48.0,7.4,serosanguious,3.2,yes,12208,0,0,yes,lived
yes,adult,527463,37.1,84.0,24.0,cool,reduced,bright_red,more_3_sec,severe_pain,hypomotile,moderate,slight,more_1_liter,5.0,absent,distend_small,73.0,5.5,serosanguious,3.7,yes,5400,0,0,yes,died
yes,adult,529493,38.3,54.0,10.0,normal,increased,pale_pink,less_3_sec,depressed,hypomotile,none,slight,more_1_liter,6.5,decreased,other,48.0,7.2,serosanguious,3.3,no,5400,0,0,no,died
yes,adult,528630,37.7,72.0,28.0,normal,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,none,7.0,absent,distend_large,36.0,5.0,serosanguious,3.9,yes,3205,0,0,yes,lived
yes,adult,534925,38.5,72.0,28.0,cold,reduced,dark_cyanotic,less_3_sec,depressed,absent,slight,none,more_1_liter,2.0,absent,distend_small,75.0,81.0,clear,2.0,no,2111,0,0,yes,lived
yes,adult,535292,39.2,88.0,32.0,cool,reduced,dark_cyanotic,more_3_sec,extreme_pain,absent,moderate,slight,more_1_liter,4.0,absent,distend_large,66.0,84.0,serosanguious,2.0,yes,4205,0,0,yes,lived
yes,adult,528548,38.8,66.0,12.0,cool,normal,bright_red,less_3_sec,mild_pain,hypomotile,none,slight,none,3.0,increased,distend_large,44.0,6.0,cloudy,3.6,yes,2124,0,0,yes,lived
yes,adult,534787,39.3,44.0,12.0,cool,normal,bright_red,less_3_sec,mild_pain,hypomotile,moderate,slight,less_1_liter,2.0,normal,distend_large,51.0,51.0,clear,2.0,yes,2206,0,0,no,lived
yes,adult,534784,37.2,36.0,16.0,cool,normal,normal_pink,less_3_sec,severe_pain,normal,slight,none,more_1_liter,2.0,decreased,normal,37.0,75.0,cloudy,2.0,no,2322,0,0,no,euthanized
yes,adult,5297159,37.8,84.0,36.0,cool,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,5.0,normal,distend_large,32.0,6.0,cloudy,4.3,yes,5206,0,0,no,euthanized
yes,adult,529160,37.8,72.0,30.0,cold,reduced,pale_cyanotic,more_3_sec,extreme_pain,hypomotile,moderate,slight,more_1_liter,2.0,decreased,distend_small,52.0,75.0,serosanguious,2.0,yes,3205,0,0,no,lived
yes,adult,533696,38.7,88.0,24.0,cold,reduced,pale_cyanotic,more_3_sec,severe_pain,absent,moderate,slight,more_1_liter,2.0,absent,distend_small,46.0,75.0,cloudy,1.0,no,3205,0,0,no,euthanized
no,adult,529865,37.7,52.0,16.0,normal,normal,bright_pink,less_3_sec,alert,hypomotile,none,slight,more_1_liter,5.7,normal,firm,28.0,6.5,clear,5.3,no,0,0,0,yes,lived
yes,adult,529865,38.0,72.0,30.0,normal,reduced,pale_pink,less_3_sec,severe_pain,hypomotile,none,slight,none,3.5,normal,distend_large,37.0,4.5,serosanguious,3.5,yes,6209,0,0,yes,died
yes,adult,534519,39.3,84.0,40.0,cool,reduced,pale_pink,less_3_sec,depressed,absent,moderate,slight,more_1_liter,2.0,absent,distend_large,75.0,81.0,cloudy,2.0,no,1400,0,0,no,euthanized
yes,adult,529849,38.6,54.0,14.0,normal,normal,pale_pink,less_3_sec,mild_pain,normal,slight,slight,none,7.0,increased,normal,38.0,6.3,clear,3.9,yes,5400,0,0,yes,lived
yes,adult,529424,38.4,80.0,24.0,cool,reduced,pale_pink,more_3_sec,mild_pain,hypomotile,moderate,none,less_1_liter,7.5,absent,distend_small,52.0,6.5,serosanguious,4.3,yes,4205,0,0,no,died
no,adult,528890,37.5,108.0,16.0,cool,reduced,bright_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,less_1_liter,5.4,absent,distend_large,54.0,7.5,cloudy,4.7,yes,11300,0,0,yes,died
no,adult,533736,38.6,100.0,68.0,normal,reduced,pale_pink,more_3_sec,severe_pain,absent,moderate,slight,more_1_liter,2.0,absent,distend_large,52.0,80.0,serosanguious,2.0,yes,3205,0,0,no,euthanized
no,adult,530028,38.1,112.0,24.0,cold,reduced,bright_red,more_3_sec,depressed,absent,moderate,slight,more_1_liter,5.0,absent,distend_small,60.0,7.5,cloudy,2.6,no,2300,0,0,yes,euthanized
yes,adult,529172,38.1,84.0,24.0,cool,reduced,pale_pink,less_3_sec,severe_pain,absent,slight,slight,more_1_liter,5.4,increased,distend_small,33.0,7.4,serosanguious,1.3,yes,2112,0,0,yes,lived
yes,adult,534784,37.5,72.0,30.0,cold,reduced,bright_red,more_3_sec,extreme_pain,hypomotile,moderate,none,more_1_liter,2.0,normal,distend_large,52.0,75.0,serosanguious,2.0,yes,3205,0,0,no,euthanized
yes,adult,530693,38.6,40.0,24.0,cool,normal,normal_pink,less_3_sec,depressed,hypomotile,moderate,slight,none,7.0,absent,distend_large,42.0,6.6,cloudy,2.0,yes,31110,0,0,yes,lived
yes,adult,528548,38.1,66.0,12.0,cool,reduced,bright_red,less_3_sec,mild_pain,hypomotile,none,none,none,3.0,normal,distend_large,44.0,6.0,cloudy,3.6,yes,31110,0,0,no,lived
no,adult,527365,38.0,80.0,30.0,warm,reduced,pale_pink,more_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,7.0,absent,distend_small,45.0,8.1,serosanguious,2.2,no,3207,0,0,yes,died
yes,adult,535208,39.2,108.0,24.0,cool,reduced,pale_cyanotic,more_3_sec,depressed,distend_small,moderate,significant,more_1_liter,2.0,absent,distend_small,55.0,85.0,serosanguious,2.0,yes,3209,0,0,no,euthanized
yes,adult,530255,38.5,88.0,20.0,cool,reduced,bright_red,less_3_sec,depressed,hypomotile,slight,slight,more_1_liter,5.5,absent,distend_small,47.0,7.5,cloudy,4.5,yes,3205,0,0,no,died
yes,adult,5301219,40.3,60.0,30.0,cool,reduced,pale_pink,less_3_sec,extreme_pain,absent,moderate,significant,less_1_liter,4.5,absent,normal,46.0,7.2,serosanguious,2.6,yes,1400,0,0,no,died
yes,adult,528178,37.6,88.0,20.0,cool,reduced,bright_red,more_3_sec,severe_pain,hypomotile,moderate,slight,less_1_liter,3.0,normal,distend_small,68.0,7.2,serosanguious,4.1,yes,2205,0,0,no,died
no,adult,529304,38.0,40.0,28.0,normal,normal,normal_pink,less_3_sec,alert,hypomotile,slight,slight,less_1_liter,4.5,increased,firm,49.0,7.2,clear,5.0,no,0,0,0,no,lived
no,adult,534626,37.8,52.0,16.0,warm,reduced,normal_pink,more_3_sec,mild_pain,hypomotile,slight,none,more_1_liter,2.0,normal,distend_small,52.0,7.5,cloudy,2.0,no,4206,0,0,yes,euthanized
no,adult,528890,38.3,54.0,16.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,slight,less_1_liter,5.0,decreased,firm,36.0,6.6,clear,3.5,no,0,0,0,yes,lived
yes,adult,534787,38.6,60.0,16.0,warm,normal,pale_pink,less_3_sec,depressed,hypomotile,slight,slight,more_1_liter,4.0,absent,distend_large,39.0,60.0,serosanguious,2.0,yes,3207,0,0,yes,lived
yes,adult,533928,36.5,84.0,40.0,cool,reduced,pale_pink,less_3_sec,severe_pain,absent,moderate,significant,none,2.0,decreased,distend_large,37.5,75.0,serosanguious,1.0,yes,7111,0,0,no,euthanized
yes,adult,527544,38.2,52.0,12.0,cold,reduced,pale_cyanotic,less_3_sec,depressed,absent,slight,slight,none,7.0,decreased,distend_small,45.0,8.6,serosanguious,3.6,yes,2206,0,0,yes,died
yes,adult,533836,39.2,98.0,28.0,cold,reduced,normal_pink,less_3_sec,extreme_pain,absent,moderate,slight,less_1_liter,2.0,absent,distend_small,65.0,64.0,cloudy,2.0,yes,2205,0,0,no,lived
yes,adult,530360,38.4,60.0,40.0,warm,normal,pale_pink,less_3_sec,severe_pain,hypomotile,slight,slight,less_1_liter,4.5,absent,distend_small,50.0,4.7,serosanguious,4.1,yes,2208,0,0,yes,died
no,adult,533696,37.8,44.0,12.0,cool,reduced,normal_pink,less_3_sec,alert,hypomotile,moderate,none,less_1_liter,6.5,normal,normal,34.0,65.0,clear,1.0,no,3111,0,0,yes,lived
yes,adult,529461,38.5,88.0,12.0,warm,reduced,bright_red,less_3_sec,depressed,hypomotile,moderate,significant,less_1_liter,4.0,absent,distend_small,40.0,6.6,serosanguious,3.2,yes,2208,0,0,yes,died
no,adult,529399,37.2,88.0,12.0,cool,reduced,pale_cyanotic,less_3_sec,mild_pain,absent,moderate,significant,less_1_liter,4.0,absent,distend_small,45.0,5.5,serosanguious,4.3,yes,2208,0,0,yes,died
yes,adult,529461,40.3,114.0,36.0,cool,reduced,normal_pink,more_3_sec,depressed,hypomotile,moderate,slight,none,7.0,normal,distend_small,57.0,8.1,serosanguious,4.5,yes,3205,0,0,no,died
no,adult,527702,37.7,84.0,20.0,cool,reduced,pale_pink,less_3_sec,severe_pain,absent,moderate,slight,more_1_liter,6.0,absent,distend_small,52.0,6.0,serosanguious,3.9,yes,2209,0,0,no,euthanized
yes,adult,5299253,37.4,54.0,36.0,cool,reduced,bright_pink,less_3_sec,depressed,hypomotile,moderate,none,none,3.0,increased,distend_large,44.0,6.1,serosanguious,2.6,yes,2113,0,0,no,died
yes,adult,527544,38.4,124.0,40.0,cold,reduced,pale_cyanotic,more_3_sec,depressed,absent,slight,slight,more_1_liter,7.5,normal,distend_small,57.0,8.5,serosanguious,7.0,no,2112,0,0,yes,died
no,young,529498,40.3,114.0,36.0,cool,reduced,bright_pink,more_3_sec,depressed,hypomotile,moderate,slight,more_1_liter,4.3,absent,distend_small,50.0,8.1,serosanguious,7.0,no,4205,0,0,yes,died
no,adult,529424,38.3,52.0,20.0,warm,normal,normal_pink,less_3_sec,alert,hypermotile,none,slight,more_1_liter,5.4,normal,normal,43.0,6.4,clear,7.2,no,0,0,0,yes,lived
yes,adult,530239,38.2,48.0,32.0,normal,reduced,bright_pink,less_3_sec,alert,hypomotile,none,slight,none,3.0,decreased,other,47.0,7.5,cloudy,2.6,yes,3113,0,0,no,lived
yes,adult,527563,38.2,66.0,12.0,normal,reduced,bright_red,less_3_sec,mild_pain,hypomotile,moderate,slight,none,3.0,absent,distend_small,30.0,6.6,cloudy,3.6,yes,31110,0,0,yes,lived
yes,adult,534163,37.9,92.0,24.0,cool,reduced,pale_cyanotic,more_3_sec,extreme_pain,absent,severe,none,none,2.0,normal,distend_large,65.0,50.0,serosanguious,2.0,yes,3205,0,0,no,euthanized
no,adult,533692,38.0,44.0,16.0,cool,reduced,normal_pink,less_3_sec,mild_pain,hypomotile,none,slight,more_1_liter,2.0,decreased,normal,33.0,63.0,clear,3.4,no,2300,0,0,yes,lived
yes,adult,534293,38.0,88.0,20.0,cool,reduced,dark_cyanotic,less_3_sec,depressed,hypomotile,moderate,significant,more_1_liter,2.0,absent,distend_small,65.0,82.0,serosanguious,1.0,no,2209,0,0,no,euthanized
no,adult,530242,38.4,108.0,51.0,cool,reduced,dark_cyanotic,more_3_sec,depressed,absent,slight,none,more_1_liter,7.5,decreased,normal,59.0,8.2,cloudy,2.6,no,4300,0,0,yes,lived
yes,adult,5287179,37.2,68.0,16.0,cool,normal,pale_pink,less_3_sec,mild_pain,hypomotile,slight,significant,none,7.0,decreased,distend_large,48.0,8.6,serosanguious,6.3,yes,4205,0,0,yes,lived
yes,adult,533696,38.0,129.0,30.0,normal,reduced,pale_pink,less_3_sec,depressed,absent,moderate,slight,less_1_liter,2.0,absent,distend_small,64.0,82.0,serosanguious,2.0,no,1400,0,0,no,euthanized
yes,adult,528461,38.0,112.0,44.0,cool,reduced,pale_cyanotic,less_3_sec,mild_pain,absent,moderate,slight,less_1_liter,4.4,decreased,distend_large,60.0,6.1,cloudy,2.8,yes,4205,3111,2209,yes,lived
no,adult,529373,38.6,48.0,32.0,normal,normal,normal_pink,less_3_sec,alert,hypomotile,none,slight,none,6.5,absent,other,49.0,7.3,clear,2.0,no,3111,0,0,yes,lived
yes,adult,530001,38.5,96.0,16.0,cool,reduced,pale_cyanotic,more_3_sec,severe_pain,hypomotile,moderate,none,less_1_liter,6.5,absent,distend_small,63.0,6.7,serosanguious,3.4,yes,2208,0,0,no,died
yes,adult,5290409,38.5,64.0,36.0,cool,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,slight,less_1_liter,6.0,absent,distend_small,48.0,7.5,serosanguious,2.0,yes,2208,0,0,no,died
no,adult,534478,37.2,108.0,40.0,cool,reduced,dark_cyanotic,less_3_sec,mild_pain,hypomotile,none,slight,more_1_liter,2.0,absent,distend_small,53.0,51.0,serosanguious,2.0,no,2208,0,0,no,euthanized
yes,adult,534519,38.5,86.0,51.0,cool,reduced,pale_cyanotic,less_3_sec,severe_pain,hypomotile,severe,slight,more_1_liter,2.0,absent,distend_small,65.0,75.0,serosanguious,2.0,yes,2205,0,0,no,euthanized
yes,adult,528570,37.5,60.0,30.0,cool,reduced,bright_red,less_3_sec,mild_pain,hypomotile,slight,slight,less_1_liter,3.5,absent,distend_small,35.0,6.0,cloudy,2.0,yes,2209,0,0,no,died
yes,adult,529461,38.3,112.0,14.0,cool,normal,bright_red,less_3_sec,depressed,absent,slight,slight,more_1_liter,7.0,normal,distend_small,57.0,8.1,serosanguious,4.5,yes,2208,0,0,no,died
no,adult,529461,40.3,114.0,36.0,cool,reduced,normal_pink,more_3_sec,severe_pain,hypomotile,moderate,slight,none,7.0,normal,distend_small,57.0,7.4,serosanguious,4.5,yes,2205,0,0,yes,euthanized
yes,adult,533942,38.2,76.0,20.0,normal,normal,pale_cyanotic,less_3_sec,mild_pain,absent,moderate,slight,none,7.0,absent,distend_large,46.0,46.0,clear,2.0,yes,3205,0,0,yes,euthanized
yes,adult,528620,36.0,100.0,36.0,cool,reduced,pale_cyanotic,more_3_sec,severe_pain,absent,moderate,significant,more_1_liter,5.5,absent,distend_large,57.0,7.5,serosanguious,2.0,yes,2205,0,0,no,euthanized
yes,adult,528548,38.6,68.0,14.0,cold,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,significant,none,3.0,absent,distend_small,50.0,7.5,serosanguious,3.6,yes,2124,0,0,yes,lived
no,adult,530366,38.4,150.0,40.0,cool,reduced,dark_cyanotic,more_3_sec,depressed,absent,severe,significant,less_1_liter,2.0,absent,distend_large,48.0,6.5,serosanguious,2.0,no,1400,0,0,no,lived
yes,adult,527518,36.2,114.0,36.0,cool,reduced,dark_cyanotic,less_3_sec,extreme_pain,hypomotile,none,none,more_1_liter,6.5,normal,normal,45.0,7.5,cloudy,1.3,yes,11400,0,0,no,died
yes,young,5290402,39.8,120.0,20.0,cold,absent,dark_cyanotic,more_3_sec,extreme_pain,hypomotile,moderate,slight,more_1_liter,4.0,absent,distend_small,36.0,4.9,serosanguious,5.0,yes,2205,0,0,no,euthanized
yes,adult,534756,40.3,64.0,36.0,cool,normal,pale_cyanotic,less_3_sec,mild_pain,hypomotile,slight,none,none,1.0,decreased,distend_small,41.0,54.0,serosanguious,2.0,yes,2209,0,0,no,lived
no,adult,530242,38.3,130.0,52.0,cool,reduced,bright_red,more_3_sec,severe_pain,absent,moderate,slight,more_1_liter,5.5,decreased,distend_small,63.0,7.5,serosanguious,3.9,yes,3205,0,0,no,euthanized
yes,adult,534938,38.3,88.0,16.0,cool,reduced,pale_pink,less_3_sec,extreme_pain,absent,moderate,significant,more_1_liter,2.0,absent,distend_large,53.0,75.0,cloudy,2.0,no,3205,0,0,no,euthanized
yes,adult,528742,38.4,132.0,20.0,cool,reduced,bright_red,more_3_sec,depressed,absent,slight,slight,none,5.0,absent,distend_small,69.0,8.6,serosanguious,4.8,yes,2112,0,0,no,died
yes,adult,534756,38.0,104.0,24.0,warm,normal,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,significant,more_1_liter,2.0,absent,distend_small,41.0,60.0,serosanguious,2.0,yes,2205,0,0,yes,lived
yes,adult,529640,38.6,72.0,30.0,normal,reduced,bright_red,less_3_sec,mild_pain,hypomotile,moderate,significant,none,4.5,absent,distend_small,45.0,6.2,cloudy,3.3,yes,2208,0,0,yes,lived
yes,adult,5288249,39.3,60.0,16.0,cool,normal,pale_pink,more_3_sec,mild_pain,hypomotile,moderate,significant,less_1_liter,7.0,absent,distend_small,37.0,4.7,serosanguious,3.4,yes,7111,0,0,yes,died
yes,adult,535240,38.3,96.0,36.0,cool,normal,pale_cyanotic,more_3_sec,extreme_pain,absent,moderate,slight,more_1_liter,2.0,absent,distend_large,65.0,69.0,serosanguious,2.0,yes,3205,0,0,yes,died
yes,adult,528641,38.5,66.0,21.0,normal,normal,bright_pink,less_3_sec,mild_pain,hypomotile,none,none,none,3.5,decreased,distend_small,44.0,7.6,cloudy,4.3,yes,2112,0,0,yes,lived
yes,adult,529272,38.1,44.0,24.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,slight,less_1_liter,4.5,normal,distend_small,39.0,6.6,cloudy,4.2,no,2205,0,0,yes,lived
yes,young,528702,39.4,114.0,36.0,cool,reduced,dark_cyanotic,more_3_sec,depressed,hypomotile,moderate,none,none,4.4,decreased,distend_small,50.0,7.0,serosanguious,3.9,yes,2209,0,0,yes,died
no,adult,529796,38.6,50.0,12.0,normal,normal,normal_pink,less_3_sec,mild_pain,normal,slight,slight,more_1_liter,3.0,decreased,firm,43.0,7.5,cloudy,2.6,no,3111,0,0,yes,lived
yes,adult,529667,39.3,129.0,48.0,cool,reduced,dark_cyanotic,more_3_sec,depressed,absent,moderate,none,none,2.0,absent,distend_small,57.0,46.0,serosanguious,2.0,yes,2113,0,0,yes,lived
yes,adult,534787,37.1,96.0,20.0,cool,reduced,pale_cyanotic,less_3_sec,extreme_pain,absent,moderate,slight,more_1_liter,2.0,absent,distend_large,41.0,81.0,serosanguious,2.0,yes,2205,0,0,no,euthanized
yes,adult,534925,38.2,76.0,24.0,cool,normal,bright_red,less_3_sec,depressed,absent,none,slight,more_1_liter,2.0,absent,distend_small,75.0,81.0,clear,2.0,yes,2112,0,0,no,lived
yes,adult,529518,37.9,50.0,16.0,warm,normal,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,less_1_liter,3.0,decreased,distend_large,38.0,6.6,clear,3.0,yes,3115,0,0,no,lived
yes,adult,528548,38.1,66.0,16.0,cool,normal,bright_red,less_3_sec,depressed,hypomotile,none,slight,none,3.0,absent,distend_small,50.0,6.7,serosanguious,3.6,yes,2124,0,0,no,lived
